pin,slack
Fast_clk_SW2/cnt[15]:ALn,16180
Fast_clk_SW2/cnt[15]:CLK,13788
Fast_clk_SW2/cnt[15]:D,11619
Fast_clk_SW2/cnt[15]:EN,
Fast_clk_SW2/cnt[15]:LAT,
Fast_clk_SW2/cnt[15]:Q,13788
Fast_clk_SW2/cnt[15]:SD,
Fast_clk_SW2/cnt[15]:SLn,
Fast_clk_SW2/un7_cntlto31_0_0:A,17405
Fast_clk_SW2/un7_cntlto31_0_0:B,17287
Fast_clk_SW2/un7_cntlto31_0_0:C,15285
Fast_clk_SW2/un7_cntlto31_0_0:D,12094
Fast_clk_SW2/un7_cntlto31_0_0:Y,12094
Fast_clk_SW1/cnt[18]:ADn,
Fast_clk_SW1/cnt[18]:ALn,16181
Fast_clk_SW1/cnt[18]:CLK,12495
Fast_clk_SW1/cnt[18]:D,11499
Fast_clk_SW1/cnt[18]:EN,
Fast_clk_SW1/cnt[18]:LAT,
Fast_clk_SW1/cnt[18]:Q,12495
Fast_clk_SW1/cnt[18]:SD,
Fast_clk_SW1/cnt[18]:SLn,
Initial_blinking_SW1/cnt_RNI7QHQJ[7]:A,
Initial_blinking_SW1/cnt_RNI7QHQJ[7]:B,11528
Initial_blinking_SW1/cnt_RNI7QHQJ[7]:C,16170
Initial_blinking_SW1/cnt_RNI7QHQJ[7]:CC,11458
Initial_blinking_SW1/cnt_RNI7QHQJ[7]:P,11528
Initial_blinking_SW1/cnt_RNI7QHQJ[7]:S,11458
Initial_blinking_SW1/cnt_RNI7QHQJ[7]:UB,16170
Fast_clk_SW1/cnt_RNIGRT4H[5]:A,
Fast_clk_SW1/cnt_RNIGRT4H[5]:B,11584
Fast_clk_SW1/cnt_RNIGRT4H[5]:C,15982
Fast_clk_SW1/cnt_RNIGRT4H[5]:CC,11827
Fast_clk_SW1/cnt_RNIGRT4H[5]:P,11584
Fast_clk_SW1/cnt_RNIGRT4H[5]:S,11827
Fast_clk_SW1/cnt_RNIGRT4H[5]:UB,15982
Initial_blinking_SW2/cnt[23]:ADn,
Initial_blinking_SW2/cnt[23]:ALn,16181
Initial_blinking_SW2/cnt[23]:CLK,12272
Initial_blinking_SW2/cnt[23]:D,11523
Initial_blinking_SW2/cnt[23]:EN,
Initial_blinking_SW2/cnt[23]:LAT,
Initial_blinking_SW2/cnt[23]:Q,12272
Initial_blinking_SW2/cnt[23]:SD,
Initial_blinking_SW2/cnt[23]:SLn,
Initial_blinking_SW1/cnt[3]:ADn,
Initial_blinking_SW1/cnt[3]:ALn,16180
Initial_blinking_SW1/cnt[3]:CLK,16002
Initial_blinking_SW1/cnt[3]:D,12381
Initial_blinking_SW1/cnt[3]:EN,
Initial_blinking_SW1/cnt[3]:LAT,
Initial_blinking_SW1/cnt[3]:Q,16002
Initial_blinking_SW1/cnt[3]:SD,
Initial_blinking_SW1/cnt[3]:SLn,
Initial_blinking_SW2/cnt[25]:ADn,
Initial_blinking_SW2/cnt[25]:ALn,16181
Initial_blinking_SW2/cnt[25]:CLK,13370
Initial_blinking_SW2/cnt[25]:D,11362
Initial_blinking_SW2/cnt[25]:EN,
Initial_blinking_SW2/cnt[25]:LAT,
Initial_blinking_SW2/cnt[25]:Q,13370
Initial_blinking_SW2/cnt[25]:SD,
Initial_blinking_SW2/cnt[25]:SLn,
Initial_blinking_SW2/un7_cntlto31_0_o2_0:A,15033
Initial_blinking_SW2/un7_cntlto31_0_o2_0:B,15185
Initial_blinking_SW2/un7_cntlto31_0_o2_0:C,13693
Initial_blinking_SW2/un7_cntlto31_0_o2_0:D,13934
Initial_blinking_SW2/un7_cntlto31_0_o2_0:Y,13693
Fast_clk_SW1/un7_cntlto31_0_a2_0:A,14102
Fast_clk_SW1/un7_cntlto31_0_a2_0:B,14190
Fast_clk_SW1/un7_cntlto31_0_a2_0:C,13101
Fast_clk_SW1/un7_cntlto31_0_a2_0:D,11761
Fast_clk_SW1/un7_cntlto31_0_a2_0:Y,11761
Fast_clk_SW1/un14_cntlto31_0_o2_3:A,12385
Fast_clk_SW1/un14_cntlto31_0_o2_3:B,12639
Fast_clk_SW1/un14_cntlto31_0_o2_3:C,12495
Fast_clk_SW1/un14_cntlto31_0_o2_3:D,12583
Fast_clk_SW1/un14_cntlto31_0_o2_3:Y,12385
Initial_blinking_SW1/un14_cntlto31_0_o3:A,13525
Initial_blinking_SW1/un14_cntlto31_0_o3:B,12518
Initial_blinking_SW1/un14_cntlto31_0_o3:C,13740
Initial_blinking_SW1/un14_cntlto31_0_o3:D,13643
Initial_blinking_SW1/un14_cntlto31_0_o3:Y,12518
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:CC[0],
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:CC[10],11708
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:CC[11],11636
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:CC[1],13610
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:CC[2],13536
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:CC[3],13214
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:CC[4],13134
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:CC[5],13075
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:CC[6],11872
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:CC[7],11764
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:CC[8],11693
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:CC[9],11807
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:CI,
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:CO,11403
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:P[0],12756
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:P[10],
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:P[11],
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:P[1],11403
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:P[2],11616
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:P[3],11589
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:P[4],
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:P[5],
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:P[6],11615
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:P[7],11640
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:P[8],11736
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:P[9],11730
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:UB[0],15780
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:UB[10],16114
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:UB[11],16249
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:UB[1],15899
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:UB[2],16046
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:UB[3],15950
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:UB[4],15995
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:UB[5],16103
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:UB[6],15967
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:UB[7],16035
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:UB[8],16163
Fast_clk_SW2/un14_cntlto31_0_o3_RNIAU8S2_CC_0:UB[9],16093
Fast_clk_SW2/cnt_RNIUKA2Q[7]:A,
Fast_clk_SW2/cnt_RNIUKA2Q[7]:B,11736
Fast_clk_SW2/cnt_RNIUKA2Q[7]:C,16163
Fast_clk_SW2/cnt_RNIUKA2Q[7]:CC,11693
Fast_clk_SW2/cnt_RNIUKA2Q[7]:P,11736
Fast_clk_SW2/cnt_RNIUKA2Q[7]:S,11693
Fast_clk_SW2/cnt_RNIUKA2Q[7]:UB,16163
green_led2_obuf/U0/U_IOENFF:A,
green_led2_obuf/U0/U_IOENFF:Y,
Initial_blinking_SW2/cnt_RNIODL7A[6]:A,
Initial_blinking_SW2/cnt_RNIODL7A[6]:B,11423
Initial_blinking_SW2/cnt_RNIODL7A[6]:C,15895
Initial_blinking_SW2/cnt_RNIODL7A[6]:CC,11748
Initial_blinking_SW2/cnt_RNIODL7A[6]:P,11423
Initial_blinking_SW2/cnt_RNIODL7A[6]:S,11748
Initial_blinking_SW2/cnt_RNIODL7A[6]:UB,15895
Initial_blinking_SW2/cnt_RNIIA75M[17]:A,
Initial_blinking_SW2/cnt_RNIIA75M[17]:B,11669
Initial_blinking_SW2/cnt_RNIIA75M[17]:C,16030
Initial_blinking_SW2/cnt_RNIIA75M[17]:CC,11672
Initial_blinking_SW2/cnt_RNIIA75M[17]:P,11669
Initial_blinking_SW2/cnt_RNIIA75M[17]:S,11672
Initial_blinking_SW2/cnt_RNIIA75M[17]:UB,16030
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32:A,11372
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32:B,14922
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32:C,12385
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32:CC,
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32:D,12525
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32:P,12718
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32:UB,13491
Fast_clk_SW1/un14_cntlto31_0_o3_RNIVUD32:Y,11372
Fast_clk_SW1/cnt[24]:ADn,
Fast_clk_SW1/cnt[24]:ALn,16181
Fast_clk_SW1/cnt[24]:CLK,13755
Fast_clk_SW1/cnt[24]:D,11417
Fast_clk_SW1/cnt[24]:EN,
Fast_clk_SW1/cnt[24]:LAT,
Fast_clk_SW1/cnt[24]:Q,13755
Fast_clk_SW1/cnt[24]:SD,
Fast_clk_SW1/cnt[24]:SLn,
Initial_blinking_SW1/cnt_RNILFRRA[3]:A,
Initial_blinking_SW1/cnt_RNILFRRA[3]:B,12381
Initial_blinking_SW1/cnt_RNILFRRA[3]:C,16002
Initial_blinking_SW1/cnt_RNILFRRA[3]:CC,12899
Initial_blinking_SW1/cnt_RNILFRRA[3]:P,
Initial_blinking_SW1/cnt_RNILFRRA[3]:S,12381
Initial_blinking_SW1/cnt_RNILFRRA[3]:UB,16002
Fast_clk_SW2/cnt[10]:ADn,
Fast_clk_SW2/cnt[10]:ALn,16180
Fast_clk_SW2/cnt[10]:CLK,12682
Fast_clk_SW2/cnt[10]:D,11636
Fast_clk_SW2/cnt[10]:EN,
Fast_clk_SW2/cnt[10]:LAT,
Fast_clk_SW2/cnt[10]:Q,12682
Fast_clk_SW2/cnt[10]:SD,
Fast_clk_SW2/cnt[10]:SLn,
Initial_blinking_SW2/cnt_RNIF8S5K[15]:A,
Initial_blinking_SW2/cnt_RNIF8S5K[15]:B,12558
Initial_blinking_SW2/cnt_RNIF8S5K[15]:C,16058
Initial_blinking_SW2/cnt_RNIF8S5K[15]:CC,11603
Initial_blinking_SW2/cnt_RNIF8S5K[15]:P,
Initial_blinking_SW2/cnt_RNIF8S5K[15]:S,11603
Initial_blinking_SW2/cnt_RNIF8S5K[15]:UB,16058
Initial_blinking_SW2/cnt[1]:ADn,
Initial_blinking_SW2/cnt[1]:ALn,16181
Initial_blinking_SW2/cnt[1]:CLK,15898
Initial_blinking_SW2/cnt[1]:D,12558
Initial_blinking_SW2/cnt[1]:EN,
Initial_blinking_SW2/cnt[1]:LAT,
Initial_blinking_SW2/cnt[1]:Q,15898
Initial_blinking_SW2/cnt[1]:SD,
Initial_blinking_SW2/cnt[1]:SLn,
Fast_clk_SW1/cnt_RNIM5BND1[17]:A,
Fast_clk_SW1/cnt_RNIM5BND1[17]:B,11755
Fast_clk_SW1/cnt_RNIM5BND1[17]:C,16161
Fast_clk_SW1/cnt_RNIM5BND1[17]:CC,11643
Fast_clk_SW1/cnt_RNIM5BND1[17]:P,11755
Fast_clk_SW1/cnt_RNIM5BND1[17]:S,11643
Fast_clk_SW1/cnt_RNIM5BND1[17]:UB,16161
SW1_ibuf/U0/U_IOINFF:A,
SW1_ibuf/U0/U_IOINFF:Y,
ip_interface_inst:A,
ip_interface_inst:B,
ip_interface_inst:C,
Fast_clk_SW2/un7_cntlto31_0_a2:A,15305
Fast_clk_SW2/un7_cntlto31_0_a2:B,15449
Fast_clk_SW2/un7_cntlto31_0_a2:C,12094
Fast_clk_SW2/un7_cntlto31_0_a2:D,15177
Fast_clk_SW2/un7_cntlto31_0_a2:Y,12094
Initial_blinking_SW1/tmp_clk:ADn,
Initial_blinking_SW1/tmp_clk:ALn,16180
Initial_blinking_SW1/tmp_clk:CLK,17323
Initial_blinking_SW1/tmp_clk:D,11919
Initial_blinking_SW1/tmp_clk:EN,
Initial_blinking_SW1/tmp_clk:LAT,
Initial_blinking_SW1/tmp_clk:Q,17323
Initial_blinking_SW1/tmp_clk:SD,
Initial_blinking_SW1/tmp_clk:SLn,
Fast_clk_SW2/cnt[9]:ADn,
Fast_clk_SW2/cnt[9]:ALn,16180
Fast_clk_SW2/cnt[9]:CLK,11764
Fast_clk_SW2/cnt[9]:D,11708
Fast_clk_SW2/cnt[9]:EN,
Fast_clk_SW2/cnt[9]:LAT,
Fast_clk_SW2/cnt[9]:Q,11764
Fast_clk_SW2/cnt[9]:SD,
Fast_clk_SW2/cnt[9]:SLn,
Initial_blinking_SW1/cnt_RNI5I8M51[15]:A,
Initial_blinking_SW1/cnt_RNI5I8M51[15]:B,12381
Initial_blinking_SW1/cnt_RNI5I8M51[15]:C,16205
Initial_blinking_SW1/cnt_RNI5I8M51[15]:CC,11384
Initial_blinking_SW1/cnt_RNI5I8M51[15]:P,
Initial_blinking_SW1/cnt_RNI5I8M51[15]:S,11384
Initial_blinking_SW1/cnt_RNI5I8M51[15]:UB,16205
Initial_blinking_SW2/cnt[5]:ADn,
Initial_blinking_SW2/cnt[5]:ALn,16181
Initial_blinking_SW2/cnt[5]:CLK,15827
Initial_blinking_SW2/cnt[5]:D,11856
Initial_blinking_SW2/cnt[5]:EN,
Initial_blinking_SW2/cnt[5]:LAT,
Initial_blinking_SW2/cnt[5]:Q,15827
Initial_blinking_SW2/cnt[5]:SD,
Initial_blinking_SW2/cnt[5]:SLn,
Initial_blinking_SW1/cnt_RNIS9F711[13]:A,
Initial_blinking_SW1/cnt_RNIS9F711[13]:B,11627
Initial_blinking_SW1/cnt_RNIS9F711[13]:C,16264
Initial_blinking_SW1/cnt_RNIS9F711[13]:CC,11361
Initial_blinking_SW1/cnt_RNIS9F711[13]:P,11627
Initial_blinking_SW1/cnt_RNIS9F711[13]:S,11361
Initial_blinking_SW1/cnt_RNIS9F711[13]:UB,16264
Initial_blinking_SW2/cnt[22]:ADn,
Initial_blinking_SW2/cnt[22]:ALn,16181
Initial_blinking_SW2/cnt[22]:CLK,12390
Initial_blinking_SW2/cnt[22]:D,11401
Initial_blinking_SW2/cnt[22]:EN,
Initial_blinking_SW2/cnt[22]:LAT,
Initial_blinking_SW2/cnt[22]:Q,12390
Initial_blinking_SW2/cnt[22]:SD,
Initial_blinking_SW2/cnt[22]:SLn,
Initial_blinking_SW2/cnt_RNIGAH6I[13]:A,
Initial_blinking_SW2/cnt_RNIGAH6I[13]:B,11618
Initial_blinking_SW2/cnt_RNIGAH6I[13]:C,16101
Initial_blinking_SW2/cnt_RNIGAH6I[13]:CC,11580
Initial_blinking_SW2/cnt_RNIGAH6I[13]:P,11618
Initial_blinking_SW2/cnt_RNIGAH6I[13]:S,11580
Initial_blinking_SW2/cnt_RNIGAH6I[13]:UB,16101
Initial_blinking_SW1/cnt[17]:ADn,
Initial_blinking_SW1/cnt[17]:ALn,16180
Initial_blinking_SW1/cnt[17]:CLK,13801
Initial_blinking_SW1/cnt[17]:D,11453
Initial_blinking_SW1/cnt[17]:EN,
Initial_blinking_SW1/cnt[17]:LAT,
Initial_blinking_SW1/cnt[17]:Q,13801
Initial_blinking_SW1/cnt[17]:SD,
Initial_blinking_SW1/cnt[17]:SLn,
Fast_clk_SW2/cnt[5]:ADn,
Fast_clk_SW2/cnt[5]:ALn,16180
Fast_clk_SW2/cnt[5]:CLK,13301
Fast_clk_SW2/cnt[5]:D,11872
Fast_clk_SW2/cnt[5]:EN,
Fast_clk_SW2/cnt[5]:LAT,
Fast_clk_SW2/cnt[5]:Q,13301
Fast_clk_SW2/cnt[5]:SD,
Fast_clk_SW2/cnt[5]:SLn,
Fast_clk_SW1/cnt[11]:ADn,
Fast_clk_SW1/cnt[11]:ALn,16181
Fast_clk_SW1/cnt[11]:CLK,11469
Fast_clk_SW1/cnt[11]:D,11712
Fast_clk_SW1/cnt[11]:EN,
Fast_clk_SW1/cnt[11]:LAT,
Fast_clk_SW1/cnt[11]:Q,11469
Fast_clk_SW1/cnt[11]:SD,
Fast_clk_SW1/cnt[11]:SLn,
Initial_blinking_SW2/cnt[17]:ADn,
Initial_blinking_SW2/cnt[17]:ALn,16181
Initial_blinking_SW2/cnt[17]:CLK,12298
Initial_blinking_SW2/cnt[17]:D,11672
Initial_blinking_SW2/cnt[17]:EN,
Initial_blinking_SW2/cnt[17]:LAT,
Initial_blinking_SW2/cnt[17]:Q,12298
Initial_blinking_SW2/cnt[17]:SD,
Initial_blinking_SW2/cnt[17]:SLn,
Fast_clk_SW2/un14_cntlto31_0_o3_0_RNI71EM1:A,13788
Fast_clk_SW2/un14_cntlto31_0_o3_0_RNI71EM1:B,13935
Fast_clk_SW2/un14_cntlto31_0_o3_0_RNI71EM1:C,11403
Fast_clk_SW2/un14_cntlto31_0_o3_0_RNI71EM1:D,13637
Fast_clk_SW2/un14_cntlto31_0_o3_0_RNI71EM1:Y,11403
Fast_clk_SW2/cnt_RNI2BHIB[2]:A,
Fast_clk_SW2/cnt_RNI2BHIB[2]:B,11589
Fast_clk_SW2/cnt_RNI2BHIB[2]:C,15950
Fast_clk_SW2/cnt_RNI2BHIB[2]:CC,13214
Fast_clk_SW2/cnt_RNI2BHIB[2]:P,11589
Fast_clk_SW2/cnt_RNI2BHIB[2]:S,12616
Fast_clk_SW2/cnt_RNI2BHIB[2]:UB,15950
Initial_blinking_SW1/cnt[8]:ADn,
Initial_blinking_SW1/cnt[8]:ALn,16180
Initial_blinking_SW1/cnt[8]:CLK,11440
Initial_blinking_SW1/cnt[8]:D,11572
Initial_blinking_SW1/cnt[8]:EN,
Initial_blinking_SW1/cnt[8]:LAT,
Initial_blinking_SW1/cnt[8]:Q,11440
Initial_blinking_SW1/cnt[8]:SD,
Initial_blinking_SW1/cnt[8]:SLn,
Fast_clk_SW1/un7_cntlto31_0_a2:A,14993
Fast_clk_SW1/un7_cntlto31_0_a2:B,15191
Fast_clk_SW1/un7_cntlto31_0_a2:C,11761
Fast_clk_SW1/un7_cntlto31_0_a2:D,15095
Fast_clk_SW1/un7_cntlto31_0_a2:Y,11761
Initial_blinking_SW2/cnt[24]:ADn,
Initial_blinking_SW2/cnt[24]:ALn,16181
Initial_blinking_SW2/cnt[24]:CLK,12487
Initial_blinking_SW2/cnt[24]:D,11431
Initial_blinking_SW2/cnt[24]:EN,
Initial_blinking_SW2/cnt[24]:LAT,
Initial_blinking_SW2/cnt[24]:Q,12487
Initial_blinking_SW2/cnt[24]:SD,
Initial_blinking_SW2/cnt[24]:SLn,
Fast_clk_SW2/cnt_RNI15HEI2[24]_FCINST1:CC,11403
Fast_clk_SW2/cnt_RNI15HEI2[24]_FCINST1:CO,11403
Fast_clk_SW2/cnt_RNI15HEI2[24]_FCINST1:P,
Fast_clk_SW2/cnt_RNI15HEI2[24]_FCINST1:UB,
Fast_clk_SW1/cnt[17]:ADn,
Fast_clk_SW1/cnt[17]:ALn,16181
Fast_clk_SW1/cnt[17]:CLK,12583
Fast_clk_SW1/cnt[17]:D,11643
Fast_clk_SW1/cnt[17]:EN,
Fast_clk_SW1/cnt[17]:LAT,
Fast_clk_SW1/cnt[17]:Q,12583
Fast_clk_SW1/cnt[17]:SD,
Fast_clk_SW1/cnt[17]:SLn,
Initial_blinking_SW1/cnt[4]:ADn,
Initial_blinking_SW1/cnt[4]:ALn,16180
Initial_blinking_SW1/cnt[4]:CLK,16110
Initial_blinking_SW1/cnt[4]:D,12381
Initial_blinking_SW1/cnt[4]:EN,
Initial_blinking_SW1/cnt[4]:LAT,
Initial_blinking_SW1/cnt[4]:Q,16110
Initial_blinking_SW1/cnt[4]:SD,
Initial_blinking_SW1/cnt[4]:SLn,
Initial_blinking_SW2/cnt_RNIPRCIB[7]:A,
Initial_blinking_SW2/cnt_RNIPRCIB[7]:B,11519
Initial_blinking_SW2/cnt_RNIPRCIB[7]:C,16023
Initial_blinking_SW2/cnt_RNIPRCIB[7]:CC,11677
Initial_blinking_SW2/cnt_RNIPRCIB[7]:P,11519
Initial_blinking_SW2/cnt_RNIPRCIB[7]:S,11677
Initial_blinking_SW2/cnt_RNIPRCIB[7]:UB,16023
Display_out/green_led1_4:A,
Display_out/green_led1_4:B,
Display_out/green_led1_4:C,17623
Display_out/green_led1_4:D,17323
Display_out/green_led1_4:Y,17323
SW2_ibuf/U0/U_IOPAD:PAD,
SW2_ibuf/U0/U_IOPAD:Y,
Initial_blinking_SW2/un14_cntlto31_0_a2:A,11238
Initial_blinking_SW2/un14_cntlto31_0_a2:B,12426
Initial_blinking_SW2/un14_cntlto31_0_a2:Y,11238
Initial_blinking_SW2/cnt[31]:ADn,
Initial_blinking_SW2/cnt[31]:ALn,16181
Initial_blinking_SW2/cnt[31]:CLK,11467
Initial_blinking_SW2/cnt[31]:D,11238
Initial_blinking_SW2/cnt[31]:EN,
Initial_blinking_SW2/cnt[31]:LAT,
Initial_blinking_SW2/cnt[31]:Q,11467
Initial_blinking_SW2/cnt[31]:SD,
Initial_blinking_SW2/cnt[31]:SLn,
Fast_clk_SW1/cnt[9]:ADn,
Fast_clk_SW1/cnt[9]:ALn,16181
Fast_clk_SW1/cnt[9]:CLK,12748
Fast_clk_SW1/cnt[9]:D,11663
Fast_clk_SW1/cnt[9]:EN,
Fast_clk_SW1/cnt[9]:LAT,
Fast_clk_SW1/cnt[9]:Q,12748
Fast_clk_SW1/cnt[9]:SD,
Fast_clk_SW1/cnt[9]:SLn,
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:CC[0],
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:CC[10],11473
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:CC[11],11401
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:CC[1],13375
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:CC[2],13301
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:CC[3],12979
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:CC[4],12899
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:CC[5],12840
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:CC[6],11637
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:CC[7],11529
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:CC[8],11458
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:CC[9],11572
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:CI,
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:CO,11175
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:P[0],12528
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:P[10],
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:P[11],
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:P[1],11175
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:P[2],11408
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:P[3],11361
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:P[4],
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:P[5],
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:P[6],11387
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:P[7],11432
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:P[8],11528
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:P[9],11502
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:UB[0],15779
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:UB[10],16121
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:UB[11],16256
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:UB[1],15906
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:UB[2],16053
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:UB[3],15957
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:UB[4],16002
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:UB[5],16110
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:UB[6],15974
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:UB[7],16042
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:UB[8],16170
Initial_blinking_SW1/un14_cntlto31_0_o3_RNIJL5T1_CC_0:UB[9],16100
Fast_clk_SW2/un14_cntlto31_0_o2_0:A,11403
Fast_clk_SW2/un14_cntlto31_0_o2_0:B,11550
Fast_clk_SW2/un14_cntlto31_0_o2_0:C,11500
Fast_clk_SW2/un14_cntlto31_0_o2_0:Y,11403
red_led2_obuf/U0/U_IOPAD:D,
red_led2_obuf/U0/U_IOPAD:E,
red_led2_obuf/U0/U_IOPAD:PAD,
Fast_clk_SW2/cnt_RNIPV1RQ1[17]:A,
Fast_clk_SW2/cnt_RNIPV1RQ1[17]:B,11800
Fast_clk_SW2/cnt_RNIPV1RQ1[17]:C,16160
Fast_clk_SW2/cnt_RNIPV1RQ1[17]:CC,11688
Fast_clk_SW2/cnt_RNIPV1RQ1[17]:P,11800
Fast_clk_SW2/cnt_RNIPV1RQ1[17]:S,11688
Fast_clk_SW2/cnt_RNIPV1RQ1[17]:UB,16160
Initial_blinking_SW1/cnt[16]:ADn,
Initial_blinking_SW1/cnt[16]:ALn,16180
Initial_blinking_SW1/cnt[16]:CLK,13795
Initial_blinking_SW1/cnt[16]:D,11312
Initial_blinking_SW1/cnt[16]:EN,
Initial_blinking_SW1/cnt[16]:LAT,
Initial_blinking_SW1/cnt[16]:Q,13795
Initial_blinking_SW1/cnt[16]:SD,
Initial_blinking_SW1/cnt[16]:SLn,
