pin,slack
Initial_blinking_SW2/cnt[11]:ALn,16174
Initial_blinking_SW2/cnt[11]:CLK,11158
Initial_blinking_SW2/cnt[11]:D,11176
Initial_blinking_SW2/cnt[11]:EN,
Initial_blinking_SW2/cnt[11]:LAT,
Initial_blinking_SW2/cnt[11]:Q,11158
Initial_blinking_SW2/cnt[11]:SD,
Initial_blinking_SW2/cnt[11]:SLn,
Fast_clk_SW2/cnt_RNI2C7FN1[16]:A,
Fast_clk_SW2/cnt_RNI2C7FN1[16]:B,12330
Fast_clk_SW2/cnt_RNI2C7FN1[16]:C,17170
Fast_clk_SW2/cnt_RNI2C7FN1[16]:D,
Fast_clk_SW2/cnt_RNI2C7FN1[16]:FCI,12026
Fast_clk_SW2/cnt_RNI2C7FN1[16]:FCO,12026
Fast_clk_SW2/cnt_RNI2C7FN1[16]:S,12197
Fast_clk_SW2/cnt[4]:ADn,
Fast_clk_SW2/cnt[4]:ALn,16174
Fast_clk_SW2/cnt[4]:CLK,16958
Fast_clk_SW2/cnt[4]:D,12425
Fast_clk_SW2/cnt[4]:EN,
Fast_clk_SW2/cnt[4]:LAT,
Fast_clk_SW2/cnt[4]:Q,16958
Fast_clk_SW2/cnt[4]:SD,
Fast_clk_SW2/cnt[4]:SLn,
Initial_blinking_SW1/cnt_RNICRBRG1[20]:A,
Initial_blinking_SW1/cnt_RNICRBRG1[20]:B,12496
Initial_blinking_SW1/cnt_RNICRBRG1[20]:C,17254
Initial_blinking_SW1/cnt_RNICRBRG1[20]:D,
Initial_blinking_SW1/cnt_RNICRBRG1[20]:FCI,12116
Initial_blinking_SW1/cnt_RNICRBRG1[20]:FCO,12116
Initial_blinking_SW1/cnt_RNICRBRG1[20]:S,12211
Initial_blinking_SW1/cnt_RNIQ8HCC1[18]:A,
Initial_blinking_SW1/cnt_RNIQ8HCC1[18]:B,12458
Initial_blinking_SW1/cnt_RNIQ8HCC1[18]:C,17216
Initial_blinking_SW1/cnt_RNIQ8HCC1[18]:D,
Initial_blinking_SW1/cnt_RNIQ8HCC1[18]:FCI,12116
Initial_blinking_SW1/cnt_RNIQ8HCC1[18]:FCO,12116
Initial_blinking_SW1/cnt_RNIQ8HCC1[18]:S,12249
Fast_clk_SW1/cnt_RNIMO60N1[21]:A,
Fast_clk_SW1/cnt_RNIMO60N1[21]:B,12452
Fast_clk_SW1/cnt_RNIMO60N1[21]:C,17272
Fast_clk_SW1/cnt_RNIMO60N1[21]:D,
Fast_clk_SW1/cnt_RNIMO60N1[21]:FCI,12053
Fast_clk_SW1/cnt_RNIMO60N1[21]:FCO,12053
Fast_clk_SW1/cnt_RNIMO60N1[21]:S,12110
Fast_clk_SW2/cnt_RNI9QSRV[9]:A,
Fast_clk_SW2/cnt_RNI9QSRV[9]:B,12197
Fast_clk_SW2/cnt_RNI9QSRV[9]:C,17045
Fast_clk_SW2/cnt_RNI9QSRV[9]:D,
Fast_clk_SW2/cnt_RNI9QSRV[9]:FCI,12026
Fast_clk_SW2/cnt_RNI9QSRV[9]:FCO,12026
Fast_clk_SW2/cnt_RNI9QSRV[9]:S,12330
Fast_clk_SW1/tmp_clk:ADn,
Fast_clk_SW1/tmp_clk:ALn,16174
Fast_clk_SW1/tmp_clk:CLK,17476
Fast_clk_SW1/tmp_clk:D,11512
Fast_clk_SW1/tmp_clk:EN,
Fast_clk_SW1/tmp_clk:LAT,
Fast_clk_SW1/tmp_clk:Q,17476
Fast_clk_SW1/tmp_clk:SD,
Fast_clk_SW1/tmp_clk:SLn,
Clear_outputs/reset_RNIREK/U0:An,
Clear_outputs/reset_RNIREK/U0:ENn,
Clear_outputs/reset_RNIREK/U0:YWn,
Initial_blinking_SW1/un7_cntlto31_0_a2_1:A,11541
Initial_blinking_SW1/un7_cntlto31_0_a2_1:B,12748
Initial_blinking_SW1/un7_cntlto31_0_a2_1:Y,11541
Initial_blinking_SW1/cnt[23]:ADn,
Initial_blinking_SW1/cnt[23]:ALn,16174
Initial_blinking_SW1/cnt[23]:CLK,14602
Initial_blinking_SW1/cnt[23]:D,12154
Initial_blinking_SW1/cnt[23]:EN,
Initial_blinking_SW1/cnt[23]:LAT,
Initial_blinking_SW1/cnt[23]:Q,14602
Initial_blinking_SW1/cnt[23]:SD,
Initial_blinking_SW1/cnt[23]:SLn,
Fast_clk_SW1/cnt_RNICFME41[13]:A,
Fast_clk_SW1/cnt_RNICFME41[13]:B,12300
Fast_clk_SW1/cnt_RNICFME41[13]:C,17140
Fast_clk_SW1/cnt_RNICFME41[13]:D,
Fast_clk_SW1/cnt_RNICFME41[13]:FCI,12053
Fast_clk_SW1/cnt_RNICFME41[13]:FCO,12053
Fast_clk_SW1/cnt_RNICFME41[13]:S,12262
clk,
SW1,
SW2,
green_led1,
red_led1,
green_led2,
red_led2,
